"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","PHARMAEXP","TOT","USD_CAP","A","2017",963.242,
"TUR","PHARMAEXP","TOT","USD_CAP","A","1999",100.909,"B"
"TUR","PHARMAEXP","TOT","USD_CAP","A","2000",120.065,
"GBR","PHARMAEXP","TOT","USD_CAP","A","2013",416.38,"B"
"GBR","PHARMAEXP","TOT","USD_CAP","A","2014",429.641,
"GBR","PHARMAEXP","TOT","USD_CAP","A","2015",436.162,
"GBR","PHARMAEXP","TOT","USD_CAP","A","2016",451.94,
"GBR","PHARMAEXP","TOT","USD_CAP","A","2017",468.715,
"USA","PHARMAEXP","TOT","USD_CAP","A","1998",424.391,
"USA","PHARMAEXP","TOT","USD_CAP","A","1999",484.474,
"USA","PHARMAEXP","TOT","USD_CAP","A","2000",540.807,
"USA","PHARMAEXP","TOT","USD_CAP","A","2001",600.941,
"USA","PHARMAEXP","TOT","USD_CAP","A","2002",664.78,
"USA","PHARMAEXP","TOT","USD_CAP","A","2003",733.721,
"USA","PHARMAEXP","TOT","USD_CAP","A","2004",788.632,
"USA","PHARMAEXP","TOT","USD_CAP","A","2005",832.307,
"USA","PHARMAEXP","TOT","USD_CAP","A","2006",897.654,
"USA","PHARMAEXP","TOT","USD_CAP","A","2007",940.905,
"USA","PHARMAEXP","TOT","USD_CAP","A","2008",956.818,
"USA","PHARMAEXP","TOT","USD_CAP","A","2009",988.135,
"USA","PHARMAEXP","TOT","USD_CAP","A","2010",983.99,
"USA","PHARMAEXP","TOT","USD_CAP","A","2011",1000.063,
"USA","PHARMAEXP","TOT","USD_CAP","A","2012",997.199,
"USA","PHARMAEXP","TOT","USD_CAP","A","2013",1015.69,
"USA","PHARMAEXP","TOT","USD_CAP","A","2014",1115.632,
"USA","PHARMAEXP","TOT","USD_CAP","A","2015",1198.287,
"USA","PHARMAEXP","TOT","USD_CAP","A","2016",1220.423,
"USA","PHARMAEXP","TOT","USD_CAP","A","2017",1220.4,
"EST","PHARMAEXP","TOT","USD_CAP","A","1999",101.901,
"EST","PHARMAEXP","TOT","USD_CAP","A","2000",123.683,
"EST","PHARMAEXP","TOT","USD_CAP","A","2001",139.076,
"EST","PHARMAEXP","TOT","USD_CAP","A","2002",169.659,
"EST","PHARMAEXP","TOT","USD_CAP","A","2003",179.995,
"EST","PHARMAEXP","TOT","USD_CAP","A","2004",208.718,
"EST","PHARMAEXP","TOT","USD_CAP","A","2005",205.453,
"EST","PHARMAEXP","TOT","USD_CAP","A","2006",198.99,
"EST","PHARMAEXP","TOT","USD_CAP","A","2007",226.342,
"EST","PHARMAEXP","TOT","USD_CAP","A","2008",242.689,
"EST","PHARMAEXP","TOT","USD_CAP","A","2009",261.929,
"EST","PHARMAEXP","TOT","USD_CAP","A","2010",278.831,
"EST","PHARMAEXP","TOT","USD_CAP","A","2011",278.915,
"EST","PHARMAEXP","TOT","USD_CAP","A","2012",305.288,
"EST","PHARMAEXP","TOT","USD_CAP","A","2013",316.199,
"EST","PHARMAEXP","TOT","USD_CAP","A","2014",327.705,
"EST","PHARMAEXP","TOT","USD_CAP","A","2015",340.401,
"EST","PHARMAEXP","TOT","USD_CAP","A","2016",382.978,
"EST","PHARMAEXP","TOT","USD_CAP","A","2017",385.614,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2006",232.918,"B"
"ISR","PHARMAEXP","TOT","USD_CAP","A","2007",252.238,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2008",247.841,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2009",268.409,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2010",269.084,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2011",279.705,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2012",294.604,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2013",290.03,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2014",287.706,
"ISR","PHARMAEXP","TOT","USD_CAP","A","2015",309.644,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2002",383.621,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2003",378.949,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2004",394.536,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2005",404.794,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2006",419.712,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2007",414.655,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2008",438.139,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2009",448.572,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2010",458.558,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2011",464.769,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2012",489.476,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2013",501.439,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2014",463.397,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2015",470.898,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2016",491.037,
"SVN","PHARMAEXP","TOT","USD_CAP","A","2017",515.291,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2004",188.613,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2005",189.345,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2006",217.384,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2007",299.514,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2008",240.267,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2009",245.799,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2010",277.473,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2011",281.157,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2012",295.051,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2013",323.217,"B"
"LVA","PHARMAEXP","TOT","USD_CAP","A","2014",346.968,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2015",388.47,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2016",447.751,
"LVA","PHARMAEXP","TOT","USD_CAP","A","2017",451.972,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2004",267.756,"B"
"LTU","PHARMAEXP","TOT","USD_CAP","A","2005",304.163,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2006",313.074,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2007",329.87,"B"
"LTU","PHARMAEXP","TOT","USD_CAP","A","2008",351.976,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2009",353.633,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2010",366.316,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2011",386.598,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2012",453.815,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2013",468.393,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2014",495.94,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2015",515.241,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2016",559.501,
"LTU","PHARMAEXP","TOT","USD_CAP","A","2017",562.527,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2003",231.653,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2004",233.508,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2005",243.793,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2006",267.052,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2007",275.636,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2008",308.209,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2012",474.183,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2013",544.801,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2014",623.408,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2015",641.843,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2016",711.35,
"BGR","PHARMAEXP","TOT","USD_CAP","A","2017",735.348,
"HRV","PHARMAEXP","TOT","USD_CAP","A","2011",449.422,"B"
"HRV","PHARMAEXP","TOT","USD_CAP","A","2012",465.815,
"HRV","PHARMAEXP","TOT","USD_CAP","A","2013",331.785,"B"
"HRV","PHARMAEXP","TOT","USD_CAP","A","2014",302.781,
"HRV","PHARMAEXP","TOT","USD_CAP","A","2015",304.045,
"HRV","PHARMAEXP","TOT","USD_CAP","A","2016",339.403,
"HRV","PHARMAEXP","TOT","USD_CAP","A","2017",353.605,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2003",312.894,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2004",316.364,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2005",325.951,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2006",333.46,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2007",360.513,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2008",379.077,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2009",369.954,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2010",314.985,"B"
"CYP","PHARMAEXP","TOT","USD_CAP","A","2011",335.033,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2012",334.432,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2013",335.203,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2014",336.441,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2015",393.211,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2016",422.887,
"CYP","PHARMAEXP","TOT","USD_CAP","A","2017",431.879,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2003",89.719,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2004",142.602,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2005",153.446,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2006",161.559,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2007",181.721,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2008",215.626,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2009",209.632,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2010",242.036,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2011",320.395,"B"
"ROU","PHARMAEXP","TOT","USD_CAP","A","2012",323.817,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2013",406.054,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2014",369.801,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2015",363.597,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2016",382.034,
"ROU","PHARMAEXP","TOT","USD_CAP","A","2017",363.429,
"RUS","PHARMAEXP","TOT","USD_CAP","A","2014",350.038,"B"
"RUS","PHARMAEXP","TOT","USD_CAP","A","2015",398.06,
"RUS","PHARMAEXP","TOT","USD_CAP","A","2016",408.471,
"RUS","PHARMAEXP","TOT","USD_CAP","A","2017",438.852,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2011",166.027,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2012",162.141,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2013",153.516,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2014",176.614,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2015",182.349,
"CRI","PHARMAEXP","TOT","USD_CAP","A","2016",174.914,
"MLT","PHARMAEXP","TOT","USD_CAP","A","2014",516.2,
"MLT","PHARMAEXP","TOT","USD_CAP","A","2015",575.935,
"MLT","PHARMAEXP","TOT","USD_CAP","A","2016",533.396,
"MLT","PHARMAEXP","TOT","USD_CAP","A","2017",600.893,
